time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),sunrise (iso8601),sunset (iso8601),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
2023-05-25,39.0,30.4,34.8,2023-05-25T04:39,2023-05-25T21:12,0.366,0.031,2.343,6.50,0.038
2023-05-26,49.4,32.9,39.5,2023-05-26T04:37,2023-05-26T21:14,0.083,0.051,0.220,16.75,0.088
2023-05-27,55.4,31.9,43.7,2023-05-27T04:36,2023-05-27T21:15,0.071,0.071,0.000,19.01,0.106
2023-05-28,58.5,34.1,45.9,2023-05-28T04:35,2023-05-28T21:17,0.193,0.193,0.000,21.07,0.119
2023-05-29,65.9,32.2,50.7,2023-05-29T04:34,2023-05-29T21:18,0.000,0.000,0.000,28.09,0.175
2023-05-30,64.3,40.7,52.4,2023-05-30T04:33,2023-05-30T21:20,0.008,0.008,0.000,14.38,0.117
2023-05-31,65.8,44.1,54.7,2023-05-31T04:31,2023-05-31T21:21,0.000,0.000,0.000,23.34,0.171
2023-06-01,67.2,41.8,55.2,2023-06-01T04:30,2023-06-01T21:22,0.008,0.008,0.000,25.73,0.179
2023-06-02,68.4,42.4,55.8,2023-06-02T04:30,2023-06-02T21:23,0.035,0.035,0.000,22.29,0.153
2023-06-03,54.4,47.0,50.7,2023-06-03T04:29,2023-06-03T21:25,0.531,0.531,0.000,6.39,0.042
2023-06-04,69.8,43.1,57.0,2023-06-04T04:28,2023-06-04T21:26,0.016,0.016,0.000,20.98,0.148
2023-06-05,69.7,44.7,58.2,2023-06-05T04:27,2023-06-05T21:27,0.075,0.075,0.000,21.69,0.170
2023-06-06,63.6,47.9,56.4,2023-06-06T04:26,2023-06-06T21:28,0.008,0.008,0.000,27.45,0.175
2023-06-07,73.6,39.7,57.9,2023-06-07T04:26,2023-06-07T21:29,0.000,0.000,0.000,26.35,0.184
2023-06-08,77.0,49.9,64.7,2023-06-08T04:25,2023-06-08T21:30,0.000,0.000,0.000,27.30,0.204
2023-06-09,80.3,48.1,66.5,2023-06-09T04:24,2023-06-09T21:31,0.000,0.000,0.000,27.72,0.205
2023-06-10,84.0,53.0,67.7,2023-06-10T04:24,2023-06-10T21:32,0.008,0.008,0.000,22.95,0.179
2023-06-11,80.6,54.3,63.7,2023-06-11T04:23,2023-06-11T21:33,0.248,0.248,0.000,19.28,0.138
2023-06-12,65.9,51.5,58.2,2023-06-12T04:23,2023-06-12T21:33,0.016,0.016,0.000,12.22,0.099
2023-06-13,63.7,47.3,53.1,2023-06-13T04:23,2023-06-13T21:34,0.256,0.256,0.000,12.23,0.089
2023-06-14,72.5,40.4,57.9,2023-06-14T04:23,2023-06-14T21:35,0.000,0.000,0.000,28.45,0.199
2023-06-15,53.5,38.7,47.2,2023-06-15T04:22,2023-06-15T21:35,0.224,0.224,0.000,17.14,0.101
2023-06-16,68.1,34.9,52.9,2023-06-16T04:22,2023-06-16T21:36,0.000,0.000,0.000,29.25,0.187
2023-06-17,72.6,42.0,59.1,2023-06-17T04:22,2023-06-17T21:37,0.000,0.000,0.000,22.26,0.163
2023-06-18,73.6,47.6,62.6,2023-06-18T04:22,2023-06-18T21:37,0.004,0.004,0.000,26.36,0.188
2023-06-19,72.2,49.2,61.5,2023-06-19T04:22,2023-06-19T21:37,0.012,0.012,0.000,24.53,0.183
2023-06-20,72.8,48.2,60.3,2023-06-20T04:22,2023-06-20T21:38,0.000,0.000,0.000,25.32,0.181
2023-06-21,82.3,48.9,66.0,2023-06-21T04:22,2023-06-21T21:38,0.000,0.000,0.000,26.85,0.208
2023-06-22,86.1,56.1,68.8,2023-06-22T04:23,2023-06-22T21:38,0.264,0.264,0.000,20.35,0.173
2023-06-23,73.4,59.0,65.1,2023-06-23T04:23,2023-06-23T21:38,0.059,0.059,0.000,21.80,0.161
2023-06-24,67.5,53.3,60.4,2023-06-24T04:23,2023-06-24T21:39,0.079,0.079,0.000,11.41,0.086
2023-06-25,74.2,47.0,62.3,2023-06-25T04:24,2023-06-25T21:39,0.004,0.004,0.000,25.13,0.180
2023-06-26,60.8,53.0,56.3,2023-06-26T04:24,2023-06-26T21:39,0.622,0.622,0.000,4.27,0.034
2023-06-27,56.0,49.8,52.6,2023-06-27T04:25,2023-06-27T21:38,0.063,0.063,0.000,7.54,0.056
2023-06-28,60.9,46.6,54.3,2023-06-28T04:25,2023-06-28T21:38,0.000,0.000,0.000,14.60,0.104
2023-06-29,68.0,48.9,58.3,2023-06-29T04:26,2023-06-29T21:38,0.000,0.000,0.000,19.60,0.134
2023-06-30,66.9,47.0,58.0,2023-06-30T04:26,2023-06-30T21:38,0.035,0.035,0.000,19.09,0.126
2023-07-01,67.2,48.8,58.8,2023-07-01T04:27,2023-07-01T21:37,0.000,0.000,0.000,16.63,0.122
2023-07-02,70.7,53.8,61.9,2023-07-02T04:28,2023-07-02T21:37,0.004,0.004,0.000,13.52,0.109
2023-07-03,69.5,54.3,60.5,2023-07-03T04:29,2023-07-03T21:36,0.213,0.213,0.000,15.99,0.110
2023-07-04,68.1,54.0,59.5,2023-07-04T04:30,2023-07-04T21:36,0.665,0.665,0.000,9.98,0.064
2023-07-05,71.6,58.2,63.6,2023-07-05T04:31,2023-07-05T21:35,0.547,0.547,0.000,12.92,0.092
2023-07-06,68.1,59.0,63.6,2023-07-06T04:32,2023-07-06T21:35,0.118,0.118,0.000,9.63,0.070
2023-07-07,74.2,56.0,66.2,2023-07-07T04:33,2023-07-07T21:34,0.000,0.000,0.000,20.17,0.149
2023-07-08,78.6,56.1,68.9,2023-07-08T04:34,2023-07-08T21:33,0.000,0.000,0.000,23.57,0.175
2023-07-09,80.6,57.2,68.3,2023-07-09T04:35,2023-07-09T21:33,0.114,0.114,0.000,23.43,0.173
2023-07-10,70.3,59.0,63.7,2023-07-10T04:36,2023-07-10T21:32,0.185,0.185,0.000,13.01,0.091
2023-07-11,75.5,53.8,65.9,2023-07-11T04:37,2023-07-11T21:31,0.035,0.035,0.000,24.25,0.178
2023-07-12,73.0,55.2,63.2,2023-07-12T04:38,2023-07-12T21:30,0.024,0.024,0.000,17.37,0.132
2023-07-13,68.9,51.1,59.7,2023-07-13T04:40,2023-07-13T21:29,0.000,0.000,0.000,23.05,0.158
2023-07-14,73.4,49.0,61.1,2023-07-14T04:41,2023-07-14T21:28,0.063,0.063,0.000,18.42,0.130
2023-07-15,79.4,53.0,65.9,2023-07-15T04:42,2023-07-15T21:27,0.035,0.035,0.000,21.61,0.159
2023-07-16,84.0,54.5,70.5,2023-07-16T04:44,2023-07-16T21:25,0.000,0.000,0.000,25.54,0.199
2023-07-17,71.5,59.5,65.3,2023-07-17T04:45,2023-07-17T21:24,0.150,0.150,0.000,19.75,0.137
2023-07-18,67.7,54.9,60.9,2023-07-18T04:46,2023-07-18T21:23,0.024,0.024,0.000,18.34,0.127
2023-07-19,68.0,49.1,60.1,2023-07-19T04:48,2023-07-19T21:22,0.000,0.000,0.000,20.70,0.142
2023-07-20,74.3,47.9,63.2,2023-07-20T04:49,2023-07-20T21:20,0.000,0.000,0.000,26.11,0.192
2023-07-21,76.8,49.1,64.4,2023-07-21T04:51,2023-07-21T21:19,0.000,0.000,0.000,24.76,0.183
2023-07-22,78.8,52.7,66.9,2023-07-22T04:52,2023-07-22T21:17,0.000,0.000,0.000,25.04,0.188
2023-07-23,77.2,54.8,66.4,2023-07-23T04:54,2023-07-23T21:16,0.039,0.039,0.000,20.71,0.158
2023-07-24,65.8,56.4,61.3,2023-07-24T04:56,2023-07-24T21:14,0.138,0.138,0.000,11.81,0.079
2023-07-25,73.5,52.4,63.4,2023-07-25T04:57,2023-07-25T21:13,0.035,0.035,0.000,21.95,0.152
2023-07-26,74.4,53.5,64.6,2023-07-26T04:59,2023-07-26T21:11,0.000,0.000,0.000,18.59,0.136
2023-07-27,72.5,54.0,64.5,2023-07-27T05:01,2023-07-27T21:09,0.020,0.020,0.000,21.51,0.154
2023-07-28,77.0,55.7,67.0,2023-07-28T05:02,2023-07-28T21:08,0.020,0.020,0.000,23.23,0.168
2023-07-29,84.2,57.2,71.6,2023-07-29T05:04,2023-07-29T21:06,0.000,0.000,0.000,24.88,0.193
2023-07-30,78.1,63.3,69.6,2023-07-30T05:06,2023-07-30T21:04,0.008,0.008,0.000,15.29,0.122
2023-07-31,84.6,58.5,71.9,2023-07-31T05:07,2023-07-31T21:02,0.000,0.000,0.000,23.85,0.193
2023-08-01,82.3,61.6,72.2,2023-08-01T05:09,2023-08-01T21:01,0.004,0.004,0.000,17.15,0.137
2023-08-02,78.1,61.7,67.9,2023-08-02T05:11,2023-08-02T20:59,0.079,0.079,0.000,15.66,0.117
2023-08-03,79.8,59.5,68.8,2023-08-03T05:13,2023-08-03T20:57,0.000,0.000,0.000,23.75,0.181
2023-08-04,75.8,59.9,66.2,2023-08-04T05:14,2023-08-04T20:55,0.004,0.004,0.000,15.20,0.116
2023-08-05,68.6,58.2,63.7,2023-08-05T05:16,2023-08-05T20:53,0.213,0.213,0.000,10.30,0.075
2023-08-06,75.2,55.0,65.1,2023-08-06T05:18,2023-08-06T20:51,0.000,0.000,0.000,23.95,0.169
2023-08-07,74.5,52.7,63.9,2023-08-07T05:20,2023-08-07T20:49,0.039,0.039,0.000,19.13,0.135
2023-08-08,77.2,55.6,67.0,2023-08-08T05:21,2023-08-08T20:47,0.000,0.000,0.000,18.80,0.145
2023-08-09,77.4,55.6,65.2,2023-08-09T05:23,2023-08-09T20:45,0.437,0.437,0.000,15.25,0.112
2023-08-10,64.1,57.8,61.7,2023-08-10T05:25,2023-08-10T20:43,0.906,0.906,0.000,6.18,0.039
2023-08-11,72.5,53.5,62.8,2023-08-11T05:27,2023-08-11T20:41,0.016,0.016,0.000,20.32,0.139
2023-08-12,77.9,50.9,65.4,2023-08-12T05:29,2023-08-12T20:39,0.000,0.000,0.000,23.62,0.166
2023-08-13,78.1,54.6,67.4,2023-08-13T05:30,2023-08-13T20:37,0.000,0.000,0.000,22.04,0.162
2023-08-14,77.1,55.9,67.5,2023-08-14T05:32,2023-08-14T20:34,0.000,0.000,0.000,21.93,0.164
2023-08-15,77.1,55.8,66.5,2023-08-15T05:34,2023-08-15T20:32,0.004,0.004,0.000,21.32,0.159
2023-08-16,60.8,50.3,54.6,2023-08-16T05:36,2023-08-16T20:30,1.303,1.303,0.000,2.12,0.019
2023-08-17,62.0,50.1,55.0,2023-08-17T05:38,2023-08-17T20:28,0.051,0.051,0.000,14.93,0.100
2023-08-18,60.7,47.9,54.2,2023-08-18T05:40,2023-08-18T20:25,0.051,0.051,0.000,13.82,0.087
2023-08-19,60.0,50.8,54.3,2023-08-19T05:41,2023-08-19T20:23,0.067,0.067,0.000,12.09,0.082
2023-08-20,57.2,45.4,51.6,2023-08-20T05:43,2023-08-20T20:21,0.118,0.118,0.000,9.62,0.061
2023-08-21,60.4,43.1,53.1,2023-08-21T05:45,2023-08-21T20:18,0.008,0.008,0.000,10.86,0.075
2023-08-22,64.4,44.6,55.8,2023-08-22T05:47,2023-08-22T20:16,0.000,0.000,0.000,15.52,0.102
2023-08-23,68.1,47.1,58.1,2023-08-23T05:49,2023-08-23T20:14,0.000,0.000,0.000,18.33,0.118
2023-08-24,70.7,47.8,60.7,2023-08-24T05:51,2023-08-24T20:12,0.008,0.008,0.000,18.53,0.125
2023-08-25,72.3,47.4,61.0,2023-08-25T05:52,2023-08-25T20:09,0.000,0.000,0.000,20.59,0.144
2023-08-26,73.1,48.0,61.1,2023-08-26T05:54,2023-08-26T20:07,0.016,0.016,0.000,19.26,0.133
2023-08-27,73.2,50.9,61.6,2023-08-27T05:56,2023-08-27T20:04,0.008,0.008,0.000,17.57,0.120
2023-08-28,76.5,48.8,62.8,2023-08-28T05:58,2023-08-28T20:02,0.000,0.000,0.000,19.57,0.140
2023-08-29,80.0,53.6,66.1,2023-08-29T06:00,2023-08-29T20:00,0.000,0.000,0.000,20.46,0.153
2023-08-30,78.7,54.5,65.7,2023-08-30T06:01,2023-08-30T19:57,0.000,0.000,0.000,20.28,0.151
2023-08-31,76.6,53.5,65.2,2023-08-31T06:03,2023-08-31T19:55,0.000,0.000,0.000,18.66,0.139
2023-09-01,75.6,51.3,64.3,2023-09-01T06:05,2023-09-01T19:52,0.000,0.000,0.000,16.95,0.124
2023-09-02,63.3,46.6,57.0,2023-09-02T06:07,2023-09-02T19:50,0.059,0.059,0.000,12.91,0.092
2023-09-03,61.8,38.3,49.9,2023-09-03T06:09,2023-09-03T19:47,0.000,0.000,0.000,19.83,0.115
2023-09-04,66.2,41.0,53.1,2023-09-04T06:11,2023-09-04T19:45,0.020,0.020,0.000,17.36,0.108
2023-09-05,70.8,43.4,56.7,2023-09-05T06:12,2023-09-05T19:42,0.000,0.000,0.000,14.74,0.104
2023-09-06,65.3,51.1,57.2,2023-09-06T06:14,2023-09-06T19:40,0.000,0.000,0.000,9.12,0.069
2023-09-07,57.3,44.9,51.6,2023-09-07T06:16,2023-09-07T19:37,0.024,0.024,0.000,8.91,0.062
2023-09-08,51.9,41.4,46.7,2023-09-08T06:18,2023-09-08T19:35,0.165,0.165,0.000,6.17,0.036
2023-09-09,55.6,38.0,45.8,2023-09-09T06:20,2023-09-09T19:32,0.024,0.024,0.000,12.53,0.071
2023-09-10,49.4,37.5,43.1,2023-09-10T06:21,2023-09-10T19:30,0.083,0.083,0.000,6.96,0.043
2023-09-11,53.8,34.3,43.7,2023-09-11T06:23,2023-09-11T19:27,0.000,0.000,0.000,14.48,0.077
2023-09-12,57.3,32.5,44.6,2023-09-12T06:25,2023-09-12T19:25,0.000,0.000,0.000,18.06,0.097
2023-09-13,61.6,33.0,46.6,2023-09-13T06:27,2023-09-13T19:22,0.000,0.000,0.000,16.29,0.093
2023-09-14,60.5,35.5,47.9,2023-09-14T06:29,2023-09-14T19:20,0.000,0.000,0.000,15.20,0.089
2023-09-15,61.6,37.5,49.5,2023-09-15T06:31,2023-09-15T19:17,0.000,0.000,0.000,16.87,0.099
2023-09-16,62.7,38.7,50.6,2023-09-16T06:32,2023-09-16T19:15,0.000,0.000,0.000,16.59,0.104
2023-09-17,62.2,40.5,50.8,2023-09-17T06:34,2023-09-17T19:12,0.012,0.012,0.000,15.32,0.094
2023-09-18,61.7,39.7,50.8,2023-09-18T06:36,2023-09-18T19:10,0.004,0.004,0.000,13.01,0.079
2023-09-19,62.5,37.3,49.9,2023-09-19T06:38,2023-09-19T19:07,0.004,0.004,0.000,13.34,0.078
2023-09-20,61.7,39.5,50.2,2023-09-20T06:40,2023-09-20T19:05,0.012,0.012,0.000,13.86,0.085
2023-09-21,60.0,37.9,48.9,2023-09-21T06:41,2023-09-21T19:02,0.000,0.000,0.000,11.47,0.073
2023-09-22,63.4,39.0,49.5,2023-09-22T06:43,2023-09-22T19:00,0.004,0.004,0.000,13.03,0.081
2023-09-23,65.3,38.9,50.4,2023-09-23T06:45,2023-09-23T18:57,0.000,0.000,0.000,12.19,0.079
2023-09-24,59.4,42.7,49.2,2023-09-24T06:47,2023-09-24T18:54,0.311,0.311,0.000,10.33,0.058
2023-09-25,53.5,43.0,47.2,2023-09-25T06:49,2023-09-25T18:52,0.000,0.000,0.000,5.42,0.037
2023-09-26,61.6,41.0,49.1,2023-09-26T06:51,2023-09-26T18:49,0.020,0.020,0.000,12.71,0.077
2023-09-27,58.1,37.8,47.0,2023-09-27T06:53,2023-09-27T18:47,0.000,0.000,0.000,12.50,0.069
2023-09-28,55.8,39.0,46.0,2023-09-28T06:54,2023-09-28T18:44,0.000,0.000,0.000,12.75,0.068
2023-09-29,57.0,32.9,44.5,2023-09-29T06:56,2023-09-29T18:42,0.000,0.000,0.000,11.92,0.067
2023-09-30,52.6,36.1,43.0,2023-09-30T06:58,2023-09-30T18:39,0.000,0.000,0.000,8.34,0.047
2023-10-01,54.2,31.8,40.1,2023-10-01T07:00,2023-10-01T18:37,0.012,0.012,0.000,6.31,0.038
2023-10-02,40.1,24.6,31.9,2023-10-02T07:02,2023-10-02T18:34,0.000,0.000,0.000,12.18,0.050
2023-10-03,36.7,28.1,32.8,2023-10-03T07:04,2023-10-03T18:32,0.055,0.000,0.386,6.10,0.032
2023-10-04,52.7,31.8,40.1,2023-10-04T07:06,2023-10-04T18:29,0.008,0.000,0.055,12.37,0.062
2023-10-05,51.8,29.1,40.4,2023-10-05T07:07,2023-10-05T18:27,0.000,0.000,0.000,9.55,0.049
2023-10-06,50.9,31.9,39.9,2023-10-06T07:09,2023-10-06T18:24,0.008,0.008,0.000,7.07,0.042
2023-10-07,48.7,28.7,39.1,2023-10-07T07:11,2023-10-07T18:22,0.000,0.000,0.000,3.97,0.024
2023-10-08,56.9,31.3,42.7,2023-10-08T07:13,2023-10-08T18:19,0.000,0.000,0.000,10.84,0.059
2023-10-09,57.7,35.3,43.4,2023-10-09T07:15,2023-10-09T18:17,0.051,0.051,0.000,9.44,0.050
2023-10-10,57.5,30.2,42.4,2023-10-10T07:17,2023-10-10T18:15,0.000,0.000,0.000,9.87,0.052
2023-10-11,56.7,32.5,42.8,2023-10-11T07:19,2023-10-11T18:12,0.000,0.000,0.000,10.97,0.060
2023-10-12,60.8,33.8,45.2,2023-10-12T07:21,2023-10-12T18:10,0.000,0.000,0.000,10.50,0.061
2023-10-13,62.7,36.9,47.5,2023-10-13T07:23,2023-10-13T18:07,0.004,0.004,0.000,7.48,0.064
2023-10-14,39.9,32.4,35.8,2023-10-14T07:24,2023-10-14T18:05,0.000,0.000,0.000,4.19,0.034
2023-10-15,48.7,26.8,36.5,2023-10-15T07:26,2023-10-15T18:02,0.000,0.000,0.000,9.55,0.050
2023-10-16,38.2,30.1,33.8,2023-10-16T07:28,2023-10-16T18:00,0.185,0.035,1.047,2.31,0.014
2023-10-17,36.5,32.0,34.5,2023-10-17T07:30,2023-10-17T17:58,0.232,0.012,1.543,2.78,0.018
2023-10-18,37.9,30.0,34.0,2023-10-18T07:32,2023-10-18T17:55,0.114,0.004,0.772,5.95,0.032
2023-10-19,39.8,24.6,31.0,2023-10-19T07:34,2023-10-19T17:53,0.000,0.000,0.000,9.06,0.034
2023-10-20,50.0,24.0,34.3,2023-10-20T07:36,2023-10-20T17:51,0.000,0.000,0.000,8.99,0.043
2023-10-21,43.4,26.2,34.2,2023-10-21T07:38,2023-10-21T17:48,0.000,0.000,0.000,7.90,0.033
2023-10-22,43.7,27.2,33.6,2023-10-22T07:40,2023-10-22T17:46,0.004,0.004,0.000,4.88,0.024
2023-10-23,43.7,23.6,31.9,2023-10-23T07:42,2023-10-23T17:44,0.000,0.000,0.000,8.06,0.046
2023-10-24,37.3,26.1,33.3,2023-10-24T07:44,2023-10-24T17:42,0.091,0.047,0.303,5.54,0.032
2023-10-25,34.4,21.0,27.1,2023-10-25T07:46,2023-10-25T17:39,0.000,0.000,0.000,-0.00,0.036
2023-10-26,48.8,29.7,35.9,2023-10-26T07:48,2023-10-26T17:37,0.008,0.000,0.055,0.00,0.042
2023-10-27,50.8,30.9,38.7,2023-10-27T07:50,2023-10-27T17:35,0.000,0.000,0.000,-0.01,0.037
2023-10-28,36.7,19.4,27.0,2023-10-28T07:52,2023-10-28T17:33,0.091,0.004,0.661,0.00,0.032
2023-10-29,26.6,16.1,20.5,2023-10-29T07:54,2023-10-29T17:31,0.004,0.000,0.028,-0.00,0.022
2023-10-30,28.5,11.7,18.8,2023-10-30T07:56,2023-10-30T17:29,0.000,0.000,0.000,-0.00,0.023
2023-10-31,25.7,12.7,18.2,2023-10-31T07:58,2023-10-31T17:27,0.000,0.000,0.000,0.00,0.025
2023-11-01,21.1,9.9,14.1,2023-11-01T08:00,2023-11-01T17:24,0.000,0.000,0.000,0.00,0.023
2023-11-02,18.6,5.6,10.8,2023-11-02T08:02,2023-11-02T17:22,0.000,0.000,0.000,0.00,0.019
2023-11-03,21.1,4.3,10.4,2023-11-03T08:04,2023-11-03T17:20,0.000,0.000,0.000,-0.00,0.017
2023-11-04,14.6,0.5,6.7,2023-11-04T08:06,2023-11-04T17:18,0.000,0.000,0.000,-0.00,0.015
2023-11-05,20.2,1.4,10.5,2023-11-05T08:08,2023-11-05T17:16,0.000,0.000,0.000,0.01,0.020
2023-11-06,21.1,14.6,18.3,2023-11-06T08:10,2023-11-06T17:14,0.063,0.000,0.441,-0.00,0.013
2023-11-07,16.7,8.6,12.9,2023-11-07T08:12,2023-11-07T17:12,0.000,0.000,0.000,0.00,0.013
2023-11-08,13.4,6.8,9.7,2023-11-08T08:14,2023-11-08T17:11,0.020,0.000,0.165,-0.01,0.011
2023-11-09,10.6,0.8,6.2,2023-11-09T08:16,2023-11-09T17:09,0.004,0.000,0.028,0.00,0.008
2023-11-10,14.1,0.1,5.1,2023-11-10T08:18,2023-11-10T17:07,0.000,0.000,0.000,0.00,0.011
2023-11-11,1.2,0.4,NaN,2023-11-11T08:20,2023-11-11T17:05,NaN,NaN,NaN,NaN,NaN
